customer_hash,R,F,M,cluster_id,cluster_name
3e0ef246,1058,1,51.35,1,Lapsed one-time
bf025879,722,1,59.26,1,Lapsed one-time
9f9e1e4f,629,1,99.54,1,Lapsed one-time
56fdee3d,813,1,75.66,1,Lapsed one-time
9fb61dda,223,2,105.12,2,Loyal core (repeat buyers)
03acef2d,352,1,234.87,0,Recent one-time
3a12e62e,310,1,54.14,0,Recent one-time
00556cd7,64,2,287.17,2,Loyal core (repeat buyers)
bdce2678,202,1,31.8,0,Recent one-time
8ee6b428,260,1,84.38,0,Recent one-time
fb267f64,0,2,153.85,2,Loyal core (repeat buyers)
d1e99d3b,931,1,38.37,1,Lapsed one-time
0a4ba200,286,1,100.79,0,Recent one-time
4154b9cc,997,1,97.86,1,Lapsed one-time
acd7cb00,10,1,30.63,0,Recent one-time
8b8f3220,627,1,49.56,1,Lapsed one-time
faa22870,544,1,33.77,1,Lapsed one-time
fb4aecf8,491,1,146.7,0,Recent one-time
afc2e992,339,1,97.15,0,Recent one-time
578cb4d7,1037,1,46.21,1,Lapsed one-time
0400b903,580,1,35.05,1,Lapsed one-time
1789f6eb,655,1,58.84,1,Lapsed one-time
8dcc19a2,1017,1,150.45,1,Lapsed one-time
74a2130d,297,1,53.12,0,Recent one-time
3ef1be23,323,1,92.69,0,Recent one-time
a65d504d,394,1,34.95,1,Lapsed one-time
b7f3f129,441,3,280.62,2,Loyal core (repeat buyers)
c7c58f4d,342,1,120.4,0,Recent one-time
195337dd,1010,1,92.28,1,Lapsed one-time
2cdb9dc0,284,1,88.02,0,Recent one-time
36dd2e39,346,1,66.42,0,Recent one-time
2751d74a,386,1,67.31,0,Recent one-time
988f9964,783,1,60.97,1,Lapsed one-time
04239102,233,1,34.28,0,Recent one-time
16b6bc6a,533,1,54.23,1,Lapsed one-time
3f68e55a,567,1,48.26,1,Lapsed one-time
b0592848,1026,2,53.2,1,Lapsed one-time
29d3ede8,273,1,159.23,0,Recent one-time
2bf786b4,20,1,131.65,0,Recent one-time
6e867914,1042,1,7.56,1,Lapsed one-time
1e4958d9,497,1,79.08,0,Recent one-time
847281d9,258,1,89.98,0,Recent one-time
2c68b1b1,590,1,49.56,1,Lapsed one-time
6ad88690,674,7,535.08,2,Loyal core (repeat buyers)
0f26500d,584,3,119.12,2,Loyal core (repeat buyers)
f8399897,1038,1,64.19,1,Lapsed one-time
759b2a4e,852,2,125.5,2,Loyal core (repeat buyers)
6398de74,1009,1,44.3,1,Lapsed one-time
b7ef3e2f,959,1,48.85,1,Lapsed one-time
b3719e86,922,1,56.18,1,Lapsed one-time
995f03ff,203,1,81.59,0,Recent one-time
fefca313,242,1,82.0,0,Recent one-time
d0585f1f,311,1,55.71,0,Recent one-time
80331c02,150,1,51.26,0,Recent one-time
a5ee767d,263,1,172.05,0,Recent one-time
ae53b988,717,1,54.78,1,Lapsed one-time
18e68458,197,1,75.73,0,Recent one-time
924f0c05,796,1,61.46,1,Lapsed one-time
ac0b2cc6,496,1,105.8,0,Recent one-time
03b5ee5c,70,1,102.05,0,Recent one-time
c5e6cdac,253,1,81.84,0,Recent one-time
19c8e229,368,1,111.7,0,Recent one-time
d77d85ef,83,1,44.14,0,Recent one-time
10206a06,777,1,55.17,1,Lapsed one-time
2f6cb091,598,1,54.5,1,Lapsed one-time
c05b4427,221,1,104.71,0,Recent one-time
eba1d283,467,1,85.86,0,Recent one-time
6f304487,915,1,52.91,1,Lapsed one-time
f83d8702,631,1,151.64,0,Recent one-time
2f9f7101,846,1,28.17,1,Lapsed one-time
de500ad1,631,1,184.64,0,Recent one-time
5ae6083d,190,1,94.91,0,Recent one-time
d50d1068,222,1,33.16,0,Recent one-time
b9030f99,343,1,31.49,1,Lapsed one-time
